# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 16 12:01:31 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
358,EPIC 204364515,EPIC 204364515.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,16h01m21.56s,240.339813,-22d37m26.5s,-22.624035,1.45620000,,,0,2456894.298090,,,0,,,,,,,,,,,,,,,,,15.778,,0,10.052,0.027,0
359,EPIC 204432860,EPIC 204432860.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,16h02m00.39s,240.501633,-22d21m23.9s,-22.356627,2.87420000,,,0,2456893.408700,,,0,,,,,,,,,,,,,,,,,12.704,,0,8.842,0.022,0
360,EPIC 204489514,EPIC 204489514.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h03m01.61s,240.756729,-22d07m52.4s,-22.131222,10.22360000,0.00240000,-0.00240000,0,2456893.641500,0.009300,-0.009300,0,,,,,0.61000,0.20000,-0.20000,0,132.000,58.000,-58.000,0,2.04,0.61,-0.61,0,14.080,,0,11.729,0.025,0
361,EPIC 204506777,EPIC 204506777.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,16h07m17.79s,241.824112,-22d03m36.6s,-22.060158,1.62810000,,,0,2456893.450740,,,0,,,,,,,,,,,,,,,,,8.752,,0,7.047,0.031,0
362,EPIC 204576757,EPIC 204576757.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,1,16h28m37.83s,247.157608,-21d46m03.0s,-21.767506,23.27766900,,,0,2456898.089000,,,0,,,,,0.45690,,,0,32.800,,,0,0.68,,,0,13.668,,0,11.193,0.023,0
363,EPIC 204634789,EPIC 204634789.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.457.2273O target=ref>Osborn et al. 2016</a>,CANDIDATE,,2,1,16h31m47.26s,247.946930,-21d31m24.6s,-21.523508,2.20000000,10.00000000,-1.40000000,0,2456921.016000,0.001000,-0.001000,0,,,,,0.08800,0.03800,-0.00800,0,8.400,3.600,-1.100,0,0.87,0.09,-0.09,0,12.292,,0,10.361,0.023,0
364,EPIC 204649811,EPIC 204649811.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h19m16.97s,244.820694,-21d27m36.1s,-21.460026,2.64594828,,,0,2456897.498451,,,0,,,,,,,,,,,,,,,,,11.610,,0,10.298,0.023,0
365,EPIC 204649811,EPIC 204649811.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,16h19m16.97s,244.820694,-21d27m36.1s,-21.460026,2.64541650,,,0,2456894.861000,,,0,,,,,0.13750,,,0,9.470,,,0,0.79,,,0,11.610,,0,10.298,0.023,0
366,EPIC 204658292,EPIC 204658292.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h14m49.65s,243.706879,-21d25m25.1s,-21.423630,20.98296043,,,0,2456911.584929,,,0,,,,,,,,,,,,,,,,,14.421,,0,12.073,0.024,0
367,EPIC 204676499,EPIC 204676499.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h23m15.34s,245.813904,-21d20m45.9s,-21.346094,1.52717920,,,0,2456897.468829,,,0,,,,,,,,,,,,,,,,,14.659,,0,12.421,0.023,0
368,EPIC 204750116,EPIC 204750116.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,2,0,15h55m16.74s,238.819733,-21d01m36.6s,-21.026836,23.43020000,,,0,2456875.443930,,,0,,,,,,,,,,,,,,,,,11.526,,0,9.623,0.023,0
369,EPIC 204750116,EPIC 204750116.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,15h55m16.74s,238.819733,-21d01m36.6s,-21.026836,23.44650100,,,0,2456898.838000,,,0,,,,,0.02578,,,0,2.710,,,0,0.87,,,0,11.526,,0,9.623,0.023,0
370,EPIC 204750116,EPIC 204750116.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,2,1,15h55m16.74s,238.819733,-21d01m36.6s,-21.026836,23.44687300,0.00194400,-0.00205900,0,2456898.835860,0.004026,-0.003738,0,27.922818,3.780544,-8.187191,0,0.02691,0.00264,-0.00129,0,2.897,0.322,-0.180,0,0.99,0.05,-0.04,0,11.526,,0,9.623,0.023,0
371,EPIC 204760247,EPIC 204760247.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,15h57m40.46s,239.418594,-20d58m59.1s,-20.983082,9.20480000,,,0,2456903.570000,,,0,,,,,,,,,,,,,,,,,5.954,,0,5.734,0.033,0
372,EPIC 204763194,EPIC 204763194.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,15h59m46.05s,239.941864,-20d58m11.7s,-20.969925,2.32046168,,,0,2456898.023498,,,0,,,,,,,,,,,,,,,,,9.973,,0,8.474,0.023,0
373,EPIC 204873331,EPIC 204873331.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,2,1,16h38m13.20s,249.555008,-20d28m34.7s,-20.476303,1.31790000,0.00005900,-0.00005900,0,2456894.137000,0.020000,-0.020000,0,,,,,0.48000,0.26000,-0.26000,0,55.000,31.000,-31.000,0,1.07,0.19,-0.19,0,12.337,,0,10.488,0.023,0
374,EPIC 204882444,EPIC 204882444.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,15h55m05.13s,238.771393,-20d26m07.8s,-20.435513,1.14880000,,,0,2456893.455570,,,0,,,,,,,,,,,,,,,,,13.966,,0,9.744,0.019,0
375,EPIC 204884005,EPIC 204884005.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,1,16h37m19.55s,249.331451,-20d25m42.2s,-20.428377,46.40651000,,,0,2456924.032000,,,0,,,,,0.03779,,,0,3.350,,,0,0.73,,,0,11.514,,0,9.417,0.021,0
376,EPIC 204888276,EPIC 204888276.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,1,15h59m59.44s,239.997681,-20d24m32.5s,-20.409025,16.56315500,,,0,2456900.532000,,,0,,,,,0.02876,,,0,1.660,,,0,0.48,,,0,12.542,,0,9.251,0.027,0
377,EPIC 204890128,EPIC 204890128.01,K2-53 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,2,1,16h16m34.04s,244.141815,-20d24m01.9s,-20.400534,12.20911650,,,0,2456896.382329,,,0,,,,,,,,,,,,,,,,,11.888,,0,9.664,0.021,0
378,EPIC 204890128,EPIC 204890128.01,K2-53 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,16h16m34.04s,244.141815,-20d24m01.9s,-20.400534,12.20763200,,,0,2456896.385000,,,0,,,,,0.02830,,,0,2.470,,,0,0.72,,,0,11.888,,0,9.664,0.021,0
379,EPIC 204890128,EPIC 204890128.01,K2-53 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,16h16m34.04s,244.141815,-20d24m01.9s,-20.400534,12.20540000,0.00180000,-0.00180000,0,2456896.391100,0.006700,-0.006700,0,,,,,0.02670,0.00220,-0.00220,0,2.500,0.260,-0.260,0,0.85,0.05,-0.05,0,11.888,,0,9.664,0.021,0
380,EPIC 204914585,EPIC 204914585.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,1,16h08m13.91s,242.057953,-20d17m18.2s,-20.288393,18.35777300,,,0,2456895.192000,,,0,,,,,0.01924,,,0,1.740,,,0,0.75,,,0,12.492,,0,10.546,0.023,0
381,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,0,16h36m06.06s,249.025269,-19d44m40.7s,-19.744625,4.98205000,0.00028000,-0.00028000,0,2456894.731400,0.002500,-0.002500,0,,,,,0.02060,0.00120,-0.00120,0,2.300,0.260,-0.260,0,1.01,0.10,-0.10,0,12.183,,0,,,
382,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,16h36m06.06s,249.025269,-19d44m40.7s,-19.744625,4.98189210,,,0,2456894.731000,,,0,,,,,0.02159,,,0,2.660,,,0,1.04,,,0,12.183,,0,,,
383,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,0,16h36m06.06s,249.025269,-19d44m40.7s,-19.744625,4.98049071,,,0,2456899.718676,,,0,,,,,,,,,,,,,,,,,12.183,,0,,,
384,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,2,1,16h36m06.06s,249.025269,-19d44m40.7s,-19.744625,4.98183800,0.00017200,-0.00016600,0,2456894.731370,0.001449,-0.001513,0,8.556132,1.352623,-3.366937,0,0.02243,0.00259,-0.00088,0,2.393,0.377,-0.169,0,0.98,0.11,-0.06,0,12.183,,0,,,
385,EPIC 205040048,EPIC 205040048.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,1,16h08m40.44s,242.168488,-19d41m45.0s,-19.695845,3.30551910,,,0,2456894.546000,,,0,,,,,0.03401,,,0,1.270,,,0,0.35,,,0,14.989,,0,11.453,0.024,0
386,EPIC 205046529,EPIC 205046529.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,FALSE POSITIVE,,2,1,16h10m26.39s,242.609940,-19d39m51.1s,-19.664183,1.83610000,,,0,2456892.632540,,,0,,,,,,,,,,,,,,,,,13.725,,0,10.402,0.026,0
387,EPIC 205047565,EPIC 205047565.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h40m10.49s,250.043701,-19d39m33.0s,-19.659178,14.54444130,,,0,2456906.636582,,,0,,,,,,,,,,,,,,,,,14.654,,0,10.916,0.023,0
388,EPIC 205050711,EPIC 205050711.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h50m39.27s,252.663620,-19d38m38.2s,-19.643932,4.30221683,,,0,2456899.260955,,,0,,,,,,,,,,,,,,,,,10.588,,0,9.233,0.023,0
389,EPIC 205064326,EPIC 205064326.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,2,0,16h47m33.22s,251.888428,-19d34m45.5s,-19.579313,8.02415000,0.00030000,-0.00030000,0,2456896.666300,0.001700,-0.001700,0,,,,,0.30000,0.24000,-0.24000,0,194.000,65.000,-65.000,0,6.10,1.50,-1.50,0,12.839,,0,9.794,0.023,0
390,EPIC 205064326,EPIC 205064326.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,16h47m33.22s,251.888428,-19d34m45.5s,-19.579313,8.02413060,,,0,2456896.667000,,,0,,,,,0.08498,,,0,4.420,,,0,0.58,,,0,12.839,,0,9.794,0.023,0
391,EPIC 205064326,EPIC 205064326.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h47m33.22s,251.888428,-19d34m45.5s,-19.579313,8.02678456,,,0,2456896.656177,,,0,,,,,,,,,,,,,,,,,12.839,,0,9.794,0.023,0
392,EPIC 205071984,EPIC 205071984.03,K2-32 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,2,1,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,20.66162300,0.00176200,-0.00172100,0,2456899.422120,0.003568,-0.003941,0,33.515242,3.218631,-7.987572,0,0.03403,0.00160,-0.00103,0,3.115,0.176,-0.122,0,0.84,0.03,-0.02,0,12.005,,0,9.821,0.019,0
393,EPIC 205071984,EPIC 205071984.02,K2-32 d,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,2,1,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,31.71506100,0.00256700,-0.00215800,0,2456903.792940,0.002376,-0.002493,0,44.666089,6.469528,-14.732040,0,0.03730,0.00253,-0.00127,0,3.414,0.255,-0.144,0,0.84,0.03,-0.02,0,12.005,,0,9.821,0.019,0
394,EPIC 205071984,EPIC 205071984.03,K2-32 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,20.66098700,,,0,2456899.423000,,,0,,,,,0.03769,,,0,2.880,,,0,0.72,,,0,12.005,,0,9.821,0.019,0
395,EPIC 205071984,EPIC 205071984.01,K2-32 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,8.99191560,,,0,2456900.927000,,,0,,,,,0.05639,,,0,4.790,,,0,0.72,,,0,12.005,,0,9.821,0.019,0
396,EPIC 205071984,EPIC 205071984.02,K2-32 d,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,31.71586800,,,0,2456903.792000,,,0,,,,,0.04201,,,0,3.130,,,0,0.72,,,0,12.005,,0,9.821,0.019,0
397,EPIC 205071984,EPIC 205071984.01,K2-32 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,2,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,8.99002105,,,0,2456900.937074,,,0,,,,,,,,,,,,,,,,,12.005,,0,9.821,0.019,0
398,EPIC 205071984,EPIC 205071984.02,K2-32 d,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,31.71540000,0.00200000,-0.00200000,0,2456903.790100,0.002400,-0.002400,0,,,,,0.03710,0.00310,-0.00310,0,3.770,0.410,-0.410,0,0.92,0.07,-0.07,0,12.005,,0,9.821,0.019,0
399,EPIC 205071984,EPIC 205071984.03,K2-32 c,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,20.66020000,0.00160000,-0.00160000,0,2456961.406700,0.003000,-0.003000,0,,,,,0.03260,0.00210,-0.00210,0,3.320,0.330,-0.330,0,0.92,0.07,-0.07,0,12.005,,0,9.821,0.019,0
400,EPIC 205071984,EPIC 205071984.01,K2-32 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,2,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,8.99213000,0.00015000,-0.00015000,0,2456909.918320,0.000510,-0.000510,0,,,,,0.05560,0.00140,-0.00140,0,5.620,0.450,-0.450,0,0.92,0.07,-0.07,0,12.005,,0,9.821,0.019,0
401,EPIC 205071984,EPIC 205071984.01,K2-32 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,2,1,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,8.99194200,0.00015800,-0.00015600,0,2456900.926710,0.000601,-0.000625,0,20.245164,0.954694,-2.311989,0,0.05649,0.00131,-0.00103,0,5.171,0.202,-0.160,0,0.84,0.03,-0.02,0,12.005,,0,9.821,0.019,0
402,EPIC 205084841,EPIC 205084841.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,1,16h33m35.83s,248.399277,-19d28m45.1s,-19.479185,11.31009000,0.00053000,-0.00053000,0,2456893.859200,0.002100,-0.002100,0,,,,,0.11900,0.00260,-0.00260,0,130.000,47.000,-47.000,0,10.00,3.60,-3.60,0,15.605,,0,12.612,0.027,0
403,EPIC 205111664,EPIC 205111664.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,1,16h14m43.23s,243.680115,-19d20m47.8s,-19.346617,15.93737800,,,0,2456906.431000,,,0,,,,,0.02135,,,0,1.840,,,0,0.70,,,0,12.129,,0,9.875,0.023,0
404,EPIC 205117205,EPIC 205117205.01,K2-33 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2017AJ....154..224R target=ref>Rizzuto et al. 2017</a>,CONFIRMED,,2,1,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,5.42240000,,,0,2456898.670500,,,0,,,,,,,,,,,,,,,,,14.357,,0,10.026,0.019,0
405,EPIC 205117205,EPIC 205117205.01,K2-33 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,2,0,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,5.42520610,,,0,2456898.690000,,,0,,,,,0.04747,,,0,0.868,,,0,0.16,,,0,14.357,,0,10.026,0.019,0
406,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,,2,0,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63311000,0.00058000,-0.00058000,0,2456902.266600,0.001100,-0.001100,0,,,,,0.18610,0.00460,-0.00460,0,44.000,11.000,-11.000,0,2.19,0.55,-0.55,0,13.651,,0,10.120,0.021,0
407,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63091654,,,0,2456902.267489,,,0,,,,,,,,,,,,,,,,,13.651,,0,10.120,0.021,0
408,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63237000,,,0,2456902.268000,,,0,,,,,0.18870,,,0,10.700,,,0,0.47,,,0,13.651,,0,10.120,0.021,0
409,EPIC 205148699,EPIC 205148699.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,2,1,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37983009,,,0,2456896.498220,,,0,,,,,,,,,,,,,,,,,12.389,,0,10.554,0.022,0
410,EPIC 205148699,EPIC 205148699.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,2,0,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37732600,0.00004500,-0.00004500,0,2456896.512160,0.000460,-0.000460,0,,,,,0.17542,0.00063,-0.00063,0,27.000,10.000,-10.000,0,1.43,0.53,-0.53,0,12.389,,0,10.554,0.022,0
411,EPIC 205148699,EPIC 205148699.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37729860,,,0,2456896.513000,,,0,,,,,0.17440,,,0,16.600,,,0,0.78,,,0,12.389,,0,10.554,0.022,0
412,EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,2,0,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.98036126,,,0,2456894.604000,,,0,,,,,0.02071,,,0,1.440,,,0,0.58,,,0,13.486,,0,10.524,0.019,0
413,EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,,2,0,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.98041400,0.00009600,-0.00009600,0,2456959.309150,0.001400,-0.001400,0,5.300000,1.100000,-1.900000,0,0.02190,0.00400,-0.00200,0,1.580,0.360,-0.360,0,0.66,0.10,-0.10,0,13.486,,0,10.524,0.019,0
